name,type,address,phone,website,rating,reviews,status,hours
"Hunt Law Firm, PLLC",lawyer,"23212 Red River Dr, Katy, TX 77494, USA",(832) 781-0320,https://www.familylawyerkaty.com/,4.9,296,OPERATIONAL,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 5:00 PM | Friday: 8:30 AM – 5:00 PM | Saturday: Closed | Sunday: Closed
"Daniels Law Firm, PLLC",lawyer,"2000 Crawford St Suite 1315, Houston, TX 77002, USA",(346) 236-0230,http://www.thedanielslawfirm.com/?utm_campaign=gmb,5,47,OPERATIONAL,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 5:00 PM | Friday: 9:00 AM – 12:00 PM | Saturday: Closed | Sunday: Closed
Angela Faye Brown & Associates,lawyer,"1415 Louisiana St 18th Floor, Houston, TX 77002, USA",(713) 936-2677,http://www.afbfamilylaw.com/,4.8,181,OPERATIONAL,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed
"Law Office of Bryan Fagan, PLLC",lawyer,"3707 Cypress Creek Pkwy # 400, Houston, TX 77068, USA",(281) 810-9760,http://www.bryanfagan.com/,4.1,1856,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
Daniel Ogbeide Law,lawyer,"7324 Southwest Fwy Suite 1040, Houston, TX 77074, USA",(832) 321-7005,https://www.expertsinfamilylaw.com/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB&utm_id=GMB,4.7,217,OPERATIONAL,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 10:00 AM – 2:00 PM | Sunday: Closed
"Laura Dale & Associates, P.C.",lawyer,"1800 Saint James Place #620, Houston, TX 77056, USA",(713) 600-1717,http://www.dalefamilylaw.com/,4.5,139,OPERATIONAL,Monday: 8:30 AM – 5:30 PM | Tuesday: 8:30 AM – 5:30 PM | Wednesday: 8:30 AM – 5:30 PM | Thursday: 8:30 AM – 5:30 PM | Friday: 8:30 AM – 5:30 PM | Saturday: Closed | Sunday: Closed
Found Realty Group,real_estate_agency,"946 Heights Blvd, Houston, TX 77008, USA",(713) 609-1072,https://www.foundrealtyhouston.com/,5,665,OPERATIONAL,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 9:00 AM – 8:00 PM
Houston Properties Team,real_estate_agency,"5718 Westheimer Rd Suite 1000, Houston, TX 77057, USA",(713) 425-4194,http://houstonproperties.com/,5,1195,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
Jay Thomas Real Estate Team,real_estate_agency,"2925 Richmond Ave, Houston, TX 77098, USA",(832) 889-5607,https://www.householdrebate.com/,4.9,127,OPERATIONAL,Monday: 7:00 AM – 8:00 PM | Tuesday: 7:00 AM – 8:00 PM | Wednesday: 7:00 AM – 8:00 PM | Thursday: 7:00 AM – 8:00 PM | Friday: 7:00 AM – 8:00 PM | Saturday: 7:00 AM – 8:00 PM | Sunday: 7:00 AM – 8:00 PM
The SOLD with Santos Group - ST&A Realtors - Houston Home Buying & Selling Experts,real_estate_agency,"3302 Canal St, Houston, TX 77003, USA",(832) 231-3056,http://soldwithsantos.com/,5,201,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
CB Realty Team,real_estate_agency,"2067 Jacquelyn Dr, Houston, TX 77055, USA",(832) 581-3661,https://cbrealtyteam.com/?utm_source=gbp&utm_medium=organic,5,221,OPERATIONAL,
NextGen Real Estate,real_estate_agency,"9135 Katy Fwy #211, Houston, TX 77024, USA",(346) 888-2525,http://nextgen.realestate/,4.8,326,OPERATIONAL,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed
Corcoran Prestige Realty,real_estate_agency,"2000 Ella Blvd, Houston, TX 77008, USA",(713) 364-4003,https://corcoranprestige.com/,4.9,498,OPERATIONAL,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed
"Jennifer Yoingco, REALTOR - Houston Real Estate",real_estate_agency,"15420 Ridge Park Dr, Houston, TX 77095, USA",(832) 286-8636,https://houstonsuburb.com/?utm_source=GBP&utm_medium=organic&utm_campaign=office,5,224,OPERATIONAL,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: Closed
Compean Group / Evan Compean,real_estate_agency,"802 W Patton St, Houston, TX 77009, USA",(832) 777-3904,https://www.compeangroup.com/?utm_source=google&utm_medium=gbp&utm_campaign=profile,5,196,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: 8:00 AM – 3:00 PM | Sunday: 9:00 AM – 1:00 PM
The MOVEMETOTX Team,real_estate_agency,"1834 Southmore Blvd, Houston, TX 77004, USA",(832) 558-2522,http://movemetotx.com/,4.9,206,OPERATIONAL,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM
Houston Broker Team,real_estate_agency,"1220 Augusta Dr Ste 300, Houston, TX 77057, USA",(713) 494-8170,http://www.houstonbroker.com/,4.9,125,OPERATIONAL,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM
Cesar Espinoza Realtor/ Equity Houston,real_estate_agency,"13831 Northwest Fwy Suite 200, Houston, TX 77040, USA",(713) 489-7372,http://www.equityhouston.com/?utm_campaign=gmb,5,337,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
Bernstein Realty,real_estate_agency,"9575 Katy Fwy # 205, Houston, TX 77024, USA",(713) 932-1032,http://www.bernsteinrealty.com/,4.9,247,OPERATIONAL,Monday: 8:30 AM – 5:30 PM | Tuesday: 8:30 AM – 5:30 PM | Wednesday: 8:30 AM – 5:30 PM | Thursday: 8:30 AM – 5:30 PM | Friday: 8:30 AM – 5:30 PM | Saturday: Closed | Sunday: Closed
REALTOWN Real Estate Group by May Pham | New Homes in Houston - Mua Ban Nha Texas | eXp Realty,real_estate_agency,"9400 Bellaire Blvd UNIT 101, Houston, TX 77036, USA",(832) 907-7799,https://minhpham.exprealty.com/,5,152,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
Ms. Houston Real Estate,real_estate_agency,"929 Westcott St, Houston, TX 77007, USA",(346) 327-5787,https://designatedlocalexpert.com/mshouston/,5,83,OPERATIONAL,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 12:00 – 5:00 PM
Energy Realty | Houston Real Estate Experts,real_estate_agency,"1111 Eldridge Pkwy Ste 200, Houston, TX 77077, USA",(281) 679-6266,https://energy-realty.com/,4.7,172,OPERATIONAL,Monday: 10:00 AM – 6:00 PM | Tuesday: 10:00 AM – 6:00 PM | Wednesday: 10:00 AM – 6:00 PM | Thursday: 10:00 AM – 6:00 PM | Friday: 10:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed
Pop Realty Houston,real_estate_agency,"5718 Westheimer Rd Suite 1000, Houston, TX 77057, USA",(713) 714-5926,https://poprealty.com/,4.9,51,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
Shawn Manderscheid Team,real_estate_agency,"638 Heights Blvd, Houston, TX 77007, USA",(832) 753-4242,http://www.realestatehouston.com/?utm_source=GoogleMyBusiness&utm_medium=organic,5,55,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
Realty Kings Properties,real_estate_agency,"3040 Post Oak Blvd Ste 1800-107, Houston, TX 77056, USA",(713) 987-7050,http://www.realtykingsproperties.com/,4.9,141,OPERATIONAL,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 10:00 AM – 2:00 PM | Sunday: Closed
HTX Group at Realty Of America,real_estate_agency,"600 N Shepherd Dr Suite 535, Houston, TX 77007, USA",(713) 628-7956,https://htxgroup.com/,5,86,OPERATIONAL,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
Hull & Oak,restaurant,"1070 Dallas St, Houston, TX 77002, USA",(713) 242-8555,https://hullandoak.com/,4.6,1103,OPERATIONAL,Monday: 6:30 AM – 2:00 PM | Tuesday: 6:30 AM – 2:00 PM | Wednesday: 6:30 AM – 2:00 PM | Thursday: 6:30 AM – 2:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: 6:30 AM – 2:00 PM | Sunday: 6:30 AM – 2:00 PM
State of Grace,restaurant,"3258 Westheimer Rd, Houston, TX 77098, USA",(832) 942-5080,http://www.stateofgracetx.com/,4.6,1961,OPERATIONAL,Monday: 5:00 – 10:00 PM | Tuesday: 5:00 – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 9:00 PM
Hudson House,restaurant,"1964 W Gray St, Houston, TX 77019, USA",(832) 648-3210,https://www.hudsonhouse.com/,4.7,1062,OPERATIONAL,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 9:00 PM
The Finn,restaurant,"712 Main St, Houston, TX 77002, USA",(713) 357-5115,https://www.thefinnhou.com/,4.4,1068,OPERATIONAL,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 12:00 AM | Sunday: Closed
Nancy's Hustle,restaurant,"2704 Polk St A, Houston, TX 77003, USA",(346) 571-7931,http://nancyshustle.com/,4.7,2177,OPERATIONAL,Monday: 5:00 – 11:00 PM | Tuesday: 5:00 – 11:00 PM | Wednesday: 5:00 – 11:00 PM | Thursday: 5:00 – 11:00 PM | Friday: 5:00 – 11:00 PM | Saturday: 5:00 – 11:00 PM | Sunday: 5:00 – 11:00 PM
ARTISTRY,restaurant,"Finn Hall, 712 Main St, Houston, TX 77002, USA",(713) 309-6391,https://www.artistryhouston.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2060692281121717743,4.9,125,OPERATIONAL,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: Closed
Good Times,restaurant,"2100 Travis St Ste 160, Houston, TX 77002, USA",(832) 804-7255,https://houstongoodtimes.com/,4.5,832,OPERATIONAL,Monday: 9:00 AM – 3:00 PM | Tuesday: 9:00 AM – 3:00 PM | Wednesday: 9:00 AM – 3:00 PM | Thursday: 9:00 AM – 3:00 PM | Friday: 9:00 AM – 3:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM
Traveler's Table,restaurant,"520 Westheimer Rd, Houston, TX 77006, USA",(832) 409-5785,http://www.travelerstable.com/,4.6,2799,OPERATIONAL,"Monday: 5:00 – 9:30 PM | Tuesday: 5:00 – 9:30 PM | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: 10:00 AM – 2:30 PM, 5:00 – 11:00 PM | Saturday: 10:00 AM – 2:30 PM, 5:00 – 11:00 PM | Sunday: 10:00 AM – 2:30 PM, 5:00 – 10:00 PM"
ChòpnBlọk,restaurant,"401 Franklin St, Houston, TX 77201, USA",(281) 631-5009,https://chopnblok.co/,4.6,802,OPERATIONAL,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 9:00 PM
Nobie's,restaurant,"2048 Colquitt St, Houston, TX 77098, USA",(346) 319-5919,http://nobieshtx.com/,4.6,1090,OPERATIONAL,Monday: 5:00 – 11:00 PM | Tuesday: Closed | Wednesday: 5:00 – 11:00 PM | Thursday: 5:00 – 11:00 PM | Friday: 5:00 PM – 12:00 AM | Saturday: 5:00 PM – 12:00 AM | Sunday: 5:00 – 11:00 PM
Rainbow Lodge,restaurant,"2011 Ella Blvd, Houston, TX 77008, USA",(713) 861-8666,http://rainbow-lodge.com/,4.5,2802,OPERATIONAL,Monday: Closed | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: 10:30 AM – 9:00 PM
POST Market (Food Hall),restaurant,"401 Franklin St Suite 1200, Houston, TX 77002, USA",(713) 999-2550,https://posthtx.com/eat,4.6,2000,OPERATIONAL,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 9:00 PM
Xochi,restaurant,"1777 Walker St, Houston, TX 77010, USA",(713) 400-3330,http://www.xochihouston.com/?y_source=1_MTAzMTYxNjcyOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.6,4092,OPERATIONAL,Monday: 11:30 AM – 9:00 PM | Tuesday: 11:30 AM – 9:00 PM | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:00 PM | Friday: 11:30 AM – 11:00 PM | Saturday: 11:30 AM – 11:00 PM | Sunday: 10:30 AM – 3:00 PM
Bludorn,restaurant,"807 Taft St, Houston, TX 77019, USA",(713) 999-0146,http://www.bludornrestaurant.com/,4.6,1356,OPERATIONAL,"Monday: 5:00 – 10:00 PM | Tuesday: 5:00 – 10:00 PM | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: 5:00 – 10:30 PM | Saturday: 5:00 – 10:30 PM | Sunday: 11:00 AM – 2:30 PM, 5:30 – 9:30 PM"
The Nash,restaurant,"1111 Rusk St Suite 172, Houston, TX 77002, USA",(713) 222-6274,https://www.thenashhouston.com/,4.3,255,OPERATIONAL,Monday: 11:00 AM – 8:00 PM | Tuesday: 11:00 AM – 8:00 PM | Wednesday: 11:00 AM – 8:00 PM | Thursday: 11:00 AM – 8:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 5:00 – 9:00 PM | Sunday: Closed
The Grove,restaurant,"1611 Lamar St, Houston, TX 77010, USA",(713) 337-7321,http://thegrovehouston.com/,4.3,1269,OPERATIONAL,"Monday: 11:00 AM – 3:00 PM | Tuesday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM | Wednesday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM | Thursday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM | Friday: 11:00 AM – 3:00 PM, 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: Closed"
Guard and Grace - Houston,restaurant,"500 Dallas St Suite 100, Houston, TX 77002, USA",(346) 326-0789,https://www.guardandgrace.com/houston,4.5,1940,OPERATIONAL,Monday: 10:30 AM – 9:00 PM | Tuesday: 10:30 AM – 9:00 PM | Wednesday: 10:30 AM – 9:00 PM | Thursday: 10:30 AM – 9:00 PM | Friday: 10:30 AM – 9:30 PM | Saturday: 4:30 – 9:30 PM | Sunday: Closed
Foundation Room Houston,restaurant,"1204 Caroline St, Houston, TX 77002, USA",(832) 667-7794,https://locations.houseofblues.com/foundation-room/tx/houston/1204-caroline-st.?y_source=1_MTU2MzYxNTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.5,379,OPERATIONAL,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 6:00 PM – 12:00 AM | Friday: 6:00 PM – 1:00 AM | Saturday: 6:00 PM – 1:00 AM | Sunday: Closed
Eunice,restaurant,"3737 Buffalo Speedway Suite 100, Houston, TX 77098, USA",(832) 491-1717,http://eunicerestaurant.com/,4.5,1349,OPERATIONAL,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 8:00 PM
Southern Yankee Crafthouse,restaurant,"1312 W Alabama St, Houston, TX 77006, USA",(346) 320-2806,https://www.crafthousehtx.com/,4.7,902,OPERATIONAL,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 10:00 PM
